"","nreads","CPM"
"mapping/star/lung_195V-EMC1/out/star.lung_195V-EMC1.bam",190,10.8901131413976
"mapping/star/lung_641D-EMC1/out/star.lung_641D-EMC1.bam",252,13.5282859548959
"mapping/star/lung_663D-EMC1/out/star.lung_663D-EMC1.bam",211,11.6181551790184
"mapping/star/lung_89C-EMC2/out/star.lung_89C-EMC2.bam",143,6.32603658192122
